STP,2019 CCG code,2019 CCG name,Status,2019 ward name,2019 ward code,IMD: % of population living in areas rated as among the nation's most deprived,Income: % of population living in areas rated as among the nation's most deprived,Employment: % of population living in areas rated as among the nation's most deprived,Education: % of population living in areas rated as among the nation's most deprived,Health Deprivation & Disability: % of population living in areas rated as among the nation's most deprived,Crime: % of population living in areas rated as among the nation's most deprived,Barriers to Housing & Services: % of population living in areas rated as among the nation's most deprived,Living Environment: % of population living in areas rated as among the nation's most deprived,Cheek by jowl?,Digital Vulnerability decile,Financial Vulnerability decile,No. people living alone,Capacity decile,Proportion of urban LSOAs,RUC,Classification
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Becontree,E05000028,0.6126757576071099,0.5352558465162316,0.19465683079331902,0.057161357295341726,0.09513293258702091,0.5497387561689756,1,0.38799175055783747,No,5,2,1222,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Chadwell Heath,E05000029,0.45136877119268753,0.44295826883384926,0.2953797637476043,0.24437080753353968,0.15134803921568626,0.4681245853604599,0.969563154209052,0.12509006892230576,No,3,2,1097,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Gascoigne,E05000032,0.6771400270645179,0.58758298583567,0.18242418329211435,0.031732935142725016,0.08431615429320456,0.24975714049369407,1,0.44383497431416047,No,4,1,1163,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Mayesbrook,E05000036,0.7451705016706557,0.6681866868883147,0.3161477760136495,0.45010426787364627,0.1317317945922889,0.536189246190668,1,0.2542785374060997,No,4,1,814,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Thames,E05000039,0.6011029325464026,0.6360253852215757,0.21706275884039497,0.10593182542210891,0.07622960714944417,0.6463845341292064,1,0.20810583323552587,No,7,1,1201,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Eastbury,E05000031,0.4645808024427881,0.34401369143382465,0.13783859211347144,0.17723142463144753,0.02997525199461535,0.37653351446301336,1,0.40146784811373404,No,4,1,895,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,River,E05000038,0.4578317907933806,0.34095117991283047,0.1456636684088975,0.172977478337877,0.0864095139696817,0.4818339873934258,1,0.34826941777075476,No,4,2,787,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Goresbrook,E05000033,0.48792324271709653,0.4582671382882569,0.10464219912396575,0.06957388931377317,0.06999343843426264,0.22360773134950981,1,0.14291546443718273,No,4,1,915,2,1,Urban,Urban conurbation
East London Health and Care Partnership,07L,NHS Barking and Dagenham CCG,Exemplar,Parsloes,E05000037,0.44655848635775097,0.39813535454725874,0.205305922824659,0.18264263639886205,0.007236487699766555,0.016539868255663396,1,0.2943035223180954,No,3,2,873,2,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,Stratford and New Town,E05000492,0.17633940234320045,0.06830801229878819,0,0,0.0280465625690802,0.6967729317566539,1,0.7499402859956306,No,8,2,3957,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,Green Street East,E05000485,0.13313448250735788,0.138399382854898,0,0,0,0.09045927887798712,1,0.277364429251664,No,5,2,584,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,East Ham Central,E05000480,0.22363563880971796,0.0949251720630149,0,0,0,0.4303483111400301,1,0.7000578889326746,No,5,2,823,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,West Ham,E05000494,0.24098621959530295,0.31193269684420205,0.09504809708534281,0,0,0.2686354909310128,1,0.12059606966869361,No,4,1,1309,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,Plaistow South,E05000490,0.2660088206411185,0.1863673162804835,0.03568004863335592,0,0,0.45777476092496894,1,0.6048370314947742,No,6,1,1019,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,Forest Gate South,E05000484,0.41492744969594375,0.34326438687311955,0.05859357337058914,0,0.09239729045049011,0.5473061025733185,1,0.5528309980811705,No,6,1,1313,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08M,NHS Newham CCG,Exemplar,Green Street West,E05000486,0.15603611833321615,0.15743043356053682,0,0,0,0.20971646405733962,1,0.22798520834797267,No,5,2,550,8,1,Urban,Urban conurbation
East London Health and Care Partnership,08N,NHS Redbridge CCG,Exemplar,Hainault,E05011245,0.1527104113518662,0.32231504494541946,0.2450698725177829,0.11408508790178062,0,0.12503585779510143,0.4449342880813433,0,No,4,3,1417,7,1,Urban,Urban conurbation
East London Health and Care Partnership,08N,NHS Redbridge CCG,Exemplar,Loxford,E05011247,0.219057783007796,0.4479699426958309,0.09598354422060383,0,0.04213546442666099,0.33902927175821457,0.8452839075747286,0.38256119277798467,No,4,2,854,7,1,Urban,Urban conurbation
Somerset,11X,NHS Somerset CCG,Priority,Bridgwater Fairfax,E05008897,0.4913285476133773,0.45808798013132374,0.4444561630320144,0.5874970231007381,0.3595053243969652,0.2524682747592964,0.16596230394992,0.11604157452454662,No,4,2,825,3,1,Urban,Urban city and town
Somerset,11X,NHS Somerset CCG,Priority,Bridgwater Hamp,E05008898,0.6884247846711385,0.7415567515541981,0.7017098633877097,0.7717435499553137,0.3312352068826666,0.2776794570864556,0,0.47312784199723046,No,2,1,537,3,1,Urban,Urban city and town
Somerset,11X,NHS Somerset CCG,Priority,Priorswood,E05012826,0.37533303806500823,0.32368174995694,0.3771002189906744,0.4992052360916316,0.3214441081666297,0.4915759946851701,0,0.04918628970743829,No,1,3,1381,3,1,Urban,Urban city and town
Somerset,11X,NHS Somerset CCG,Priority,Yeovil Lyde,E05012544,0.3828316117396294,0.43748975241842925,0.40011149368748966,0.6957349565502542,0.1848581734710608,0.5038297261846204,0,0.16395843580914904,No,2,2,1021,3,1,Urban,Urban city and town
Somerset,11X,NHS Somerset CCG,Exemplar,Berrow,E05008894,0,0,0,0,0,0.9500000000000001,0.2868421052631578,0.14473684210526305,No,4,8,283,3,1,Urban,Urban city and town
Somerset,11X,NHS Somerset CCG,Exemplar,Exmoor,E05012812,0.12231810200847923,0,0,0,0,0,0.8239661399226299,1,No,6,7,248,3,0,Rural,Rural village
Somerset,11X,NHS Somerset CCG,Exemplar,Highbridge and Burnham Marine,E05008907,0.486610508781671,0.42777404365995503,0.6108704228644904,0.6715571027791577,0.4810437914608842,0.46618654840877866,0,0.19400771501212774,No,3,3,1217,3,1,Urban,Urban city and town
Somerset,11X,NHS Somerset CCG,Exemplar,Glastonbury St Edmund's,E05006776,0.09736842105263155,0.2868421052631578,0.47631578947368414,0,0,0.47631578947368414,0,0,No,4,8,308,6,0,Rural,Rural town and fringe
Herefordshire and Worcestershire,05F,NHS Herefordshire CCG,Priority,Hinton & Hunderton,E05009459,0.6410014909341583,0.5688450871314746,0.6898416082851051,1,0.40710277826763064,0.40931032271510326,0,0.02461163569905571,No,1,1,626,5,1,Urban,Urban city and town
Herefordshire and Worcestershire,05F,NHS Herefordshire CCG,Exemplar,Leominster South,E05009470,0.3481803853509952,0.4175595027272083,0.4175595027272083,0.4638122476446837,0.14004303322235595,0.02441117092866753,0,0.14585251824041928,No,1,4,402,5,1,Urban,Urban city and town
Herefordshire and Worcestershire,05T,NHS South Worcestershire CCG,Exemplar,Pickersleigh,E05007858,0.4798651506051356,0.6017393021399834,0.6112314160420591,0.5441300609660779,0.11184683609915828,0.4441798375883431,0,0,No,1,2,879,6,1,Urban,Urban city and town
Herefordshire and Worcestershire,06D,NHS Wyre Forest CCG,Exemplar,Broadwaters,E05010506,0.5312880745111844,0.4871792194464167,0.5526873668697307,0.5513770965220556,0.16400127685726046,0.49786007076414535,0.09907606847296223,0.21050632760338664,No,2,2,1159,3,1,Urban,Urban city and town
"Bath and North East Somerset, Swindon and Wiltshire",11E,NHS Bath and North East Somerset CCG,Priority,Twerton,E05012488,0.8023233793012678,0.7867748351150173,0.6828186923268159,1,0.5961169769380382,0.6883746947251429,0,0,No,2,2,848,10,1,Urban,Urban city and town
"Bath and North East Somerset, Swindon and Wiltshire",12D,NHS Swindon CCG,Priority,Gorse Hill and Pinehurst,E05008958,0.40460146093519245,0.3292083441705864,0.3591632465030572,0.5197969062030232,0.2937425333162876,0.7489406676923485,0,0.40222997606252836,No,2,3,1605,6,1,Urban,Urban city and town
"Bath and North East Somerset, Swindon and Wiltshire",12D,NHS Swindon CCG,Priority,"Liden, Eldene and Park South",E05008960,0.4937069676175879,0.47419740615602535,0.4394556875312039,0.6411055766484377,0.4443511713322574,0.5019804087761871,0.15764433143303877,0,No,2,2,1278,6,1,Urban,Urban city and town
"Bath and North East Somerset, Swindon and Wiltshire",12D,NHS Swindon CCG,Priority,Penhill and Upper Stratton,E05010757,0.5228624556783664,0.5024379304636398,0.5085178383747386,0.5882444205752476,0.532425533880785,0.5109467216428167,0,0,No,1,2,1682,6,1,Urban,Urban city and town
"Bath and North East Somerset, Swindon and Wiltshire",12D,NHS Swindon CCG,Priority,Walcot and Park North,E05008971,0.696289875943977,0.6648336066921801,0.6218433720480578,0.717684317202939,0.5935676218669297,0.797407313571489,0,0,No,1,2,1733,6,1,Urban,Urban city and town
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Poundstock,E05009234,0.12954750806004475,0,0,0.05267316261782038,0,0,1,1,No,5,8,462,4,0,Rural,Rural village
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Penzance Promenade,E05009230,0.022260385999345735,0.26056247094674856,0.6920691080006196,0,0.06443795947179032,0,0,0,No,2,8,703,4,1,Urban,Urban city and town
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Altarnun,E05009159,0.04999999999999993,0,0,0,0,0,1,1,No,4,7,313,4,0,Rural,Rural village
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Penzance Central,E05009228,0.7149448045011039,0.7149448045011039,0.856909052061819,0.21820739263585215,0.5432611637347767,0,0,1,No,2,5,1053,4,1,Urban,Urban city and town
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,St Dennis and Nanpean,E05009251,0.3545507827069191,0.19207489263754646,0.24740358691829792,0.5122446478618088,0.11851429545720951,0,0.266045758250658,1,No,4,4,457,4,0,Rural,Rural village
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Roche,E05009240,0.4087591870961376,0.21899632516154485,0.33991454150841016,0.8068958713559906,0,0,0,1,No,5,4,432,4,0,Rural,Rural town and fringe
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,St Blazey,E05009247,0.4432510885341074,0.4000924299136811,0.4432510885341074,0.4432510885341074,0.25311970055763494,0.10614697120158886,0,0.44979451531586584,No,3,4,502,4,0,Rural,Rural town and fringe
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Bugle,E05009165,0.22503570483998936,0.17533456757471563,0.051081724411531325,0.4238402539010843,0,0,0.47537688442211057,1,No,5,5,493,4,0,Rural,Rural town and fringe
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,St Stephen-In-Brannel,E05009263,0.23114863831089344,0.2063025933292533,0.35527558904528767,0.47365361077111384,0,0,0.1531756808445532,1,No,3,4,530,4,0,Rural,Rural town and fringe
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Camelford,E05009172,0.20090295833040542,0.24093528213056006,0.22759117419717517,0.20090295833040542,0.18755885039702055,0,0.43057409879839786,0.9859145527369827,No,4,6,434,4,0,Rural,Rural village
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Launceston North and North Petherwin,E05009198,0.36244843663921095,0.3565228491192239,0.3209693239993013,0.3031925614393399,0.19653198607957217,0,0.8628454913131692,0.624712790400817,No,3,6,485,4,0,Rural,Rural village
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Camborne Treslothan,E05009170,0.43963409646547724,0.38927191922129617,0.535025311508784,0.23728198929373165,0.4062924319952012,0.15753028746966707,0.2689168310172772,0.5632324205436748,No,5,4,480,4,0.75,Urban,Urban city and town
Cornwall and the Isles of Scilly,11N,NHS Kernow CCG,Exemplar,Bodmin St Mary's,E05009161,0.34229250025648916,0.3564353134297732,0.38280197325672854,0.5693632228719948,0.2554033719777025,0,0.1418098731233542,0.09050177832495467,No,3,4,643,4,1,Urban,Urban city and town
Suffolk and North East Essex,06L,NHS Ipswich and East Suffolk CCG,Priority,Priory Heath,E05007124,0.4496076681463623,0.396398891966759,0.4305705907578901,0.5251321294868971,0.5693671113480685,0.34665011184645156,0.13230913663811586,0,No,4,3,960,1,1,Urban,Urban city and town
Suffolk and North East Essex,06L,NHS Ipswich and East Suffolk CCG,Exemplar,Alexandra,E05007117,0.2655082068274639,0.17344026932264775,0.17974710063959312,0.17601260884642056,0.2754987188872621,0.5879428508129767,0.2169208021884873,0.7818375780226554,No,8,4,1888,1,1,Urban,Urban city and town
Suffolk and North East Essex,06L,NHS Ipswich and East Suffolk CCG,Exemplar,Stoke Park,E05007129,0.5071719792438844,0.47007783543365456,0.5442661230541141,0.5906338028169014,0.35727020014825794,0.4004462564862861,0.19929577464788734,0,No,2,4,1035,1,1,Urban,Urban city and town
Suffolk and North East Essex,07K,NHS West Suffolk CCG,Exemplar,Sudbury North East,E05012585,0.23947368421052628,0.04999999999999993,0.09736842105263156,0.9026315789473683,0,0.09736842105263156,0.6184210526315789,0,No,4,4,347,2,1,Urban,Urban city and town
Suffolk and North East Essex,06T,NHS North East Essex CCG,Exemplar,Harwich & Kingsway,E05011945,1,0.9114578914738799,0.925485365614905,1,0.6652608738212549,0.8870009027528524,0,0.9711657475990038,No,4,3,784,3,1,Urban,Urban city and town
Suffolk and North East Essex,06T,NHS North East Essex CCG,Exemplar,Walton,E05011961,0.6856712080232499,0.5377752952441749,0.9120105162363297,0.7211105884724578,0.8198237774455289,0.20680531523510337,0,0.25815008315554283,No,3,7,554,3,1,Urban,Urban city and town
Suffolk and North East Essex,06T,NHS North East Essex CCG,Exemplar,St Osyth,E05011955,0.7044536893704849,0.5155653379772961,0.6760723039215687,0.5655089009287925,0.8644091847265222,0.4513625515995872,0.3587912796697626,0.8583720330237358,No,2,7,679,3,0,Rural,Rural town and fringe
Suffolk and North East Essex,06T,NHS North East Essex CCG,Exemplar,Bluehouse,E05011934,0.7680679031631967,0.8310042510485605,0.851983033677015,0.893940598933924,0.8100254684201057,0.5284768180570152,0.05052309673265731,0,No,3,4,783,3,1,Urban,Urban city and town
Hertfordshire and West Essex,07H,NHS West Essex CCG,Priority,Netteswell,E05004185,0.1059840844626536,0.1702781936127744,0.09278449679588188,0.053639759953776636,0.1666374487866372,0.5557992567496585,0.2931997846412438,0,No,2,4,1103,1,1,Urban,Urban city and town
Hertfordshire and West Essex,07H,NHS West Essex CCG,Priority,Staple Tye,E05004187,0.23305175759550853,0.2579376953501118,0.28608625772142143,0.6301598352763417,0.030206126772038436,0.42876479476202456,0.22771601463551921,0,No,3,4,764,1,1,Urban,Urban city and town
Hertfordshire and West Essex,07H,NHS West Essex CCG,Priority,Toddbrook,E05004189,0.22743847348060672,0.3168669831008857,0.19967137076249614,0.10416560623027585,0.13078584699175402,0.4803585971699073,0.3193210449964369,0,No,3,4,1100,1,1,Urban,Urban city and town
Hertfordshire and West Essex,07H,NHS West Essex CCG,Exemplar,Passingford,E05004170,0.09736842105263155,0,0,0,0,0.6184210526315789,1,1,No,10,9,141,6,0,Rural,Rural village
Hertfordshire and West Essex,06K,NHS East and North Hertfordshire CCG,Exemplar,Bedwell,E05004806,0.38636210261669257,0.4134433821826722,0.3512319296040226,0.5257742565086506,0.1827655562539283,0.8523599854444407,0.1827655562539283,0,No,4,3,1051,1,1,Urban,Urban city and town
Hertfordshire and West Essex,06K,NHS East and North Hertfordshire CCG,Exemplar,Peartree,E05011069,0.2522326438062513,0.33799170400637674,0.38428907513600935,0.7370893599238502,0.1663636926458183,0.22498007258994415,0,0,No,8,3,724,7,1,Urban,Urban city and town
"Buckinghamshire, Oxfordshire and Berkshire West",10Q,NHS Oxfordshire CCG,Priority,Banbury Ruscote,E05010924,0.4929904380432002,0.39288540345797796,0.2792787987961839,0.9156585886181694,0.437334080729691,0.39239642120501333,0,0,No,4,1,890,4,1,Urban,Urban city and town
"Buckinghamshire, Oxfordshire and Berkshire West",10Q,NHS Oxfordshire CCG,Priority,Blackbird Leys,E05006546,0.6422561180020113,0.52936640965471,0.3557669385778671,0.9880750176928521,0.3490529668119342,0.38005969009572765,0.21832979476291578,0.034519685625954456,No,5,1,577,6,1,Urban,Urban city and town
"Buckinghamshire, Oxfordshire and Berkshire West",10Q,NHS Oxfordshire CCG,Priority,Northfield Brook,E05006561,0.5739642815278732,0.4944463050722574,0.476210291876685,0.681591925247417,0.48715189979402845,0.4554837818376677,0.16826741128991743,0,No,7,1,600,6,1,Urban,Urban city and town
"Buckinghamshire, Oxfordshire and Berkshire West",15A,NHS Berkshire West CCG,Priority,Whitley,E05002334,0.3622946898421304,0.4474082871027033,0.24258155754559416,0.7999853125078683,0.2496139287782524,0.1048422563345055,0.7018544007922852,0,No,8,1,1129,10,1,Urban,Urban city and town
Dorset,11J,NHS Dorset CCG,Priority,Boscombe West,E05012652,0.7376318013969836,0.6176862274028266,0.6718126677640847,0.4414581819440119,0.7601367817967009,0.8376896382969258,0,0.7028048424809559,No,7,4,2769,6,1,Urban,Urban city and town
Dorset,11J,NHS Dorset CCG,Priority,East Cliff & Springbourne,E05012661,0.3762936917497497,0.2794847005758407,0.254530683339616,0.27224558370487834,0.4160083386411199,0.7192516670782909,0.007804396147196828,0.49636427447972853,No,8,4,3299,6,1,Urban,Urban city and town
Dorset,11J,NHS Dorset CCG,Priority,Kinson,E05012665,0.551469053198139,0.528733984672088,0.6218293422669174,0.7196300732525164,0.4911772132020802,0.2164103803650001,0.12555570609082817,0,No,2,4,2102,6,1,Urban,Urban city and town
Dorset,11J,NHS Dorset CCG,Exemplar,Westham,E05012729,0.3975763547953803,0.2682726542199698,0.47732671699308454,0.4591083191093749,0.5770478100969575,0.1393713303653651,0,0.11877415873351045,No,4,3,1345,2,1,Urban,Urban city and town
Gloucestershire,11M,NHS Gloucestershire CCG,Priority,Kingsholm and Wotton,E05010958,0.2855620616872063,0.2445666235446313,0.3315823517396337,0.07303533737318714,0.5371532647919929,0.29476611969769184,0.10229522707155987,0.07384421597330972,No,5,4,1305,3,1,Urban,Urban city and town
Gloucestershire,11M,NHS Gloucestershire CCG,Exemplar,Barton and Tredworth,E05010953,0.6666469364901615,0.6417430354000502,0.3752316200836437,0.7326359211097653,0.6650087985922253,0.6049240121580547,0,0.5261299906300706,No,3,1,1257,3,1,Urban,Urban city and town
